"photoID";"userID";"dateTaken";"poiID";"poiTheme";"poiFreq";"seqID"
8209971821;"44204242@N04";1349505734;189;"Place Of Assembly";765;1593
8211064528;"44204242@N04";1349505759;189;"Place Of Assembly";765;1593
8210021441;"44204242@N04";1349505868;189;"Place Of Assembly";765;1593
8209982515;"44204242@N04";1349505885;189;"Place Of Assembly";765;1593
8211078500;"44204242@N04";1349505996;189;"Place Of Assembly";765;1593
8211085688;"44204242@N04";1349506046;189;"Place Of Assembly";765;1593
8211101530;"44204242@N04";1349569508;29;"Place of Worship";57;1594
8195181544;"44204242@N04";1349586317;68;"Office";106;1594
8195188848;"44204242@N04";1349587790;160;"Transport";20;1594
5510859487;"44214673@N05";1299611535;90;"Community Use";396;1595
7682342316;"44259454@N00";1337515706;120;"Leisure/Recreation";357;1596
7682342032;"44259454@N00";1337515984;120;"Leisure/Recreation";357;1596
7682341760;"44259454@N00";1337516565;120;"Leisure/Recreation";357;1596
7682341480;"44259454@N00";1337516587;120;"Leisure/Recreation";357;1596
7682341192;"44259454@N00";1337517261;120;"Leisure/Recreation";357;1596
7682340544;"44259454@N00";1337517813;120;"Leisure/Recreation";357;1596
7682340214;"44259454@N00";1337518320;120;"Leisure/Recreation";357;1596
7682339870;"44259454@N00";1337518481;120;"Leisure/Recreation";357;1596
7682339526;"44259454@N00";1337518943;120;"Leisure/Recreation";357;1596
7682339258;"44259454@N00";1337519285;120;"Leisure/Recreation";357;1596
7682338952;"44259454@N00";1337519381;120;"Leisure/Recreation";357;1596
7682338602;"44259454@N00";1337519926;120;"Leisure/Recreation";357;1596
7683095074;"44259454@N00";1343638051;126;"Community Use";17;1597
7683094708;"44259454@N00";1343638811;130;"Community Use";226;1597
7683094468;"44259454@N00";1343639013;130;"Community Use";226;1597
7683094262;"44259454@N00";1343639697;131;"Place Of Assembly";331;1597
7683093980;"44259454@N00";1343639790;131;"Place Of Assembly";331;1597
7683093096;"44259454@N00";1343640344;131;"Place Of Assembly";331;1597
6845538963;"44643500@N04";1328342958;230;"Community Use";476;1598
6845543879;"44643500@N04";1328396991;19;"Place of Worship";27;1599
6845545703;"44643500@N04";1328397002;19;"Place of Worship";27;1599
10416420066;"44669264@N06";1382416498;61;"Transport";122;1600
10421225975;"44669264@N06";1382416884;190;"Transport";351;1600
10436174156;"44669264@N06";1382435295;120;"Leisure/Recreation";357;1600
10436286413;"44669264@N06";1382435315;120;"Leisure/Recreation";357;1600
10436103695;"44669264@N06";1382435323;120;"Leisure/Recreation";357;1600
10436242734;"44669264@N06";1382437288;120;"Leisure/Recreation";357;1600
10436895974;"44669264@N06";1382437459;120;"Leisure/Recreation";357;1600
10436326406;"44669264@N06";1382437645;120;"Leisure/Recreation";357;1600
10436875676;"44669264@N06";1382441686;120;"Leisure/Recreation";357;1600
10436834474;"44669264@N06";1382441695;120;"Leisure/Recreation";357;1600
10436778056;"44669264@N06";1382441825;120;"Leisure/Recreation";357;1600
10436916513;"44669264@N06";1382441830;120;"Leisure/Recreation";357;1600
10436742705;"44669264@N06";1382441838;120;"Leisure/Recreation";357;1600
10436673584;"44669264@N06";1382442094;120;"Leisure/Recreation";357;1600
10437108913;"44669264@N06";1382487956;235;"Retail";529;1601
5177850099;"44680418@N04";1254471702;5;"Place of Worship";52;1602
4453425561;"44690184@N07";1268934018;84;"Mixed Use";336;1603
4454202910;"44690184@N07";1268934322;131;"Place Of Assembly";331;1603
4454202056;"44690184@N07";1268934525;131;"Place Of Assembly";331;1603
4453791249;"44690184@N07";1268935051;190;"Transport";351;1603
4454204238;"44690184@N07";1268940122;203;"Mixed Use";176;1603
4453426079;"44690184@N07";1268948548;131;"Place Of Assembly";331;1603
4454154272;"44690184@N07";1268949495;131;"Place Of Assembly";331;1603
4454204658;"44690184@N07";1269009296;201;"Mixed Use";104;1604
4454573434;"44690184@N07";1269009431;201;"Mixed Use";104;1604
4454576246;"44690184@N07";1269017034;132;"Leisure/Recreation";129;1604
4454579054;"44690184@N07";1269017158;132;"Leisure/Recreation";129;1604
4454580106;"44690184@N07";1269017230;132;"Leisure/Recreation";129;1604
4454206450;"44690184@N07";1269075307;132;"Leisure/Recreation";129;1605
4453374429;"44690184@N07";1269133041;5;"Place of Worship";52;1606
4454584656;"44690184@N07";1269242114;5;"Place of Worship";52;1607
4453428103;"44690184@N07";1269242171;5;"Place of Worship";52;1607
4453428437;"44690184@N07";1269244078;84;"Mixed Use";336;1607
4454206768;"44690184@N07";1269247714;84;"Mixed Use";336;1607
4454558170;"44690184@N07";1269248521;84;"Mixed Use";336;1607
4453776757;"44690184@N07";1269249135;84;"Mixed Use";336;1607
2319023981;"44892789@N00";1098276909;124;"Place Of Assembly";187;1608
4974008422;"44925192@N00";1284034627;228;"Leisure/Recreation";156;1609
4978379228;"44925192@N00";1284097024;131;"Place Of Assembly";331;1610
4978190846;"44925192@N00";1284156862;84;"Mixed Use";336;1611
4977581181;"44925192@N00";1284158273;84;"Mixed Use";336;1611
4977582455;"44925192@N00";1284159339;84;"Mixed Use";336;1611
4979220600;"44925192@N00";1284164902;35;"Community Use";349;1611
4978613967;"44925192@N00";1284165029;35;"Community Use";349;1611
4979224770;"44925192@N00";1284165072;188;"Place of Worship";225;1611
4978616809;"44925192@N00";1284165114;188;"Place of Worship";225;1611
4978616947;"44925192@N00";1284165123;188;"Place of Worship";225;1611
4978617071;"44925192@N00";1284165180;188;"Place of Worship";225;1611
4978652587;"44925192@N00";1284165780;90;"Community Use";396;1611
4979260498;"44925192@N00";1284165879;90;"Community Use";396;1611
4978616943;"44925192@N00";1284166232;38;"Community Use";455;1611
4978620053;"44925192@N00";1284166340;38;"Community Use";455;1611
4978619941;"44925192@N00";1284166349;38;"Community Use";455;1611
4978620113;"44925192@N00";1284166359;38;"Community Use";455;1611
4978620191;"44925192@N00";1284166371;38;"Community Use";455;1611
4978648367;"44925192@N00";1284166828;38;"Community Use";455;1611
4978621903;"44925192@N00";1284166837;38;"Community Use";455;1611
4979255286;"44925192@N00";1284166885;38;"Community Use";455;1611
4978647431;"44925192@N00";1284166892;38;"Community Use";455;1611
4978630701;"44925192@N00";1284168147;236;"Retail";94;1611
4978624897;"44925192@N00";1284168187;236;"Retail";94;1611
4979233544;"44925192@N00";1284168197;236;"Retail";94;1611
4978627813;"44925192@N00";1284168209;236;"Retail";94;1611
4978628247;"44925192@N00";1284173458;66;"Place Of Assembly";134;1611
4979250320;"44925192@N00";1284173775;189;"Place Of Assembly";765;1611
4978631741;"44925192@N00";1284173819;189;"Place Of Assembly";765;1611
4978632271;"44925192@N00";1284174039;189;"Place Of Assembly";765;1611
4978642329;"44925192@N00";1284174046;189;"Place Of Assembly";765;1611
4979241306;"44925192@N00";1284174079;66;"Place Of Assembly";134;1611
4978641137;"44925192@N00";1284174295;189;"Place Of Assembly";765;1611
4978635815;"44925192@N00";1284174348;189;"Place Of Assembly";765;1611
4978640759;"44925192@N00";1284174363;189;"Place Of Assembly";765;1611
4978636767;"44925192@N00";1284174509;189;"Place Of Assembly";765;1611
4979245038;"44925192@N00";1284175049;98;"Place Of Assembly";100;1611
4992762626;"44925192@N00";1284176109;99;"Leisure/Recreation";386;1611
4992154777;"44925192@N00";1284177643;99;"Leisure/Recreation";386;1611
4992155227;"44925192@N00";1284178636;99;"Leisure/Recreation";386;1611
4992763930;"44925192@N00";1284179033;189;"Place Of Assembly";765;1611
4978637701;"44925192@N00";1284179042;55;"Place Of Assembly";40;1611
4979362360;"44925192@N00";1284201661;99;"Leisure/Recreation";386;1611
4992179127;"44925192@N00";1284206137;231;"Place Of Assembly";121;1611
4981641142;"44925192@N00";1284262160;19;"Place of Worship";27;1612
4982285416;"44925192@N00";1284263137;19;"Place of Worship";27;1612
542342165;"45173431@N00";1180678392;76;"Leisure/Recreation";367;1613
2622147101;"45316194@N00";1214712682;150;"Community Use";258;1614
2622147097;"45316194@N00";1214713237;150;"Community Use";258;1614
2622147083;"45316194@N00";1214713304;150;"Community Use";258;1614
2240692177;"45423746@N00";1187338487;12;"Place of Worship";95;1615
6880385909;"45676902@N00";1328493095;84;"Mixed Use";336;1616
7364625392;"45676902@N00";1328574190;68;"Office";106;1617
6880573335;"45676902@N00";1328574190;68;"Office";106;1617
6880639015;"45676902@N00";1328589847;77;"Leisure/Recreation";307;1617
6880640331;"45676902@N00";1328589856;77;"Leisure/Recreation";307;1617
6880710183;"45676902@N00";1328659260;133;"Leisure/Recreation";61;1618
6880712033;"45676902@N00";1328659322;133;"Leisure/Recreation";61;1618
6880714441;"45676902@N00";1328659330;133;"Leisure/Recreation";61;1618
6880717193;"45676902@N00";1328659413;133;"Leisure/Recreation";61;1618
6880724967;"45676902@N00";1328680729;70;"Leisure/Recreation";291;1618
7179393867;"45676902@N00";1328680729;70;"Leisure/Recreation";291;1618
6880728415;"45676902@N00";1328680752;70;"Leisure/Recreation";291;1618
6840543519;"45676902@N00";1328680752;70;"Leisure/Recreation";291;1618
7364620924;"45676902@N00";1328680752;70;"Leisure/Recreation";291;1618
6880736191;"45676902@N00";1328697844;47;"Retail";473;1618
6880738469;"45676902@N00";1328697862;47;"Retail";473;1618
6880767839;"45676902@N00";1329009254;62;"Place Of Assembly";113;1619
7179391337;"45676902@N00";1329009254;62;"Place Of Assembly";113;1619
6927970855;"45676902@N00";1329275402;81;"Place Of Assembly";36;1620
6927972579;"45676902@N00";1329279176;80;"Place Of Assembly";129;1620
6927973365;"45676902@N00";1329279191;80;"Place Of Assembly";129;1620
6781853614;"45676902@N00";1329279196;80;"Place Of Assembly";129;1620
8099601129;"45676902@N00";1349991752;222;"Leisure/Recreation";69;1621
8099614380;"45676902@N00";1350002113;222;"Leisure/Recreation";69;1621
8099608585;"45676902@N00";1350006982;222;"Leisure/Recreation";69;1621
8099624434;"45676902@N00";1350022398;222;"Leisure/Recreation";69;1621
8099625528;"45676902@N00";1350023332;222;"Leisure/Recreation";69;1621
8099628350;"45676902@N00";1350085440;222;"Leisure/Recreation";69;1622
8099633598;"45676902@N00";1350100260;222;"Leisure/Recreation";69;1622
8099646170;"45676902@N00";1350109846;222;"Leisure/Recreation";69;1622
8099624624;"45676902@N00";1350549400;222;"Leisure/Recreation";69;1623
5338057183;"45761217@N00";1294561182;90;"Community Use";396;1624
8383239296;"45761217@N00";1358233838;222;"Leisure/Recreation";69;1625
8166199744;"45904697@N05";1325889372;38;"Community Use";455;1626
8263022508;"45904697@N05";1325991507;223;"Leisure/Recreation";204;1627
8216139613;"45904697@N05";1325992154;223;"Leisure/Recreation";204;1627
8215982239;"45904697@N05";1325992318;223;"Leisure/Recreation";204;1627
8215958181;"45904697@N05";1325992415;223;"Leisure/Recreation";204;1627
8224545240;"45904697@N05";1326000390;220;"Place Of Assembly";197;1627
8198959118;"45904697@N05";1326086075;99;"Leisure/Recreation";386;1628
7724744050;"45904697@N05";1326088496;90;"Community Use";396;1628
4950067499;"45910028@N06";1270187650;150;"Community Use";258;1629
6794413151;"45924393@N05";1327375356;206;"Leisure/Recreation";5;1630
6860070699;"45924393@N05";1329015178;230;"Community Use";476;1631
2586808488;"45942274@N00";1213668972;150;"Community Use";258;1632
2585972885;"45942274@N00";1213669289;150;"Community Use";258;1632
2589022969;"45942274@N00";1213767908;88;"Place Of Assembly";53;1633
2589022727;"45942274@N00";1213768609;88;"Place Of Assembly";53;1633
8171430036;"46083104@N02";1352534745;136;"Transport";327;1634
8233038231;"46083104@N02";1354328751;190;"Transport";351;1635
8349336300;"46083104@N02";1357379441;152;"Leisure/Recreation";156;1636
8626164565;"46083104@N02";1365319367;76;"Leisure/Recreation";367;1637
13755671283;"46083104@N02";1397122139;90;"Community Use";396;1638
4285546670;"46421193@N07";1191634892;99;"Leisure/Recreation";386;1639
4285547942;"46421193@N07";1191634926;99;"Leisure/Recreation";386;1639
4285548326;"46421193@N07";1191635282;99;"Leisure/Recreation";386;1639
4284804409;"46421193@N07";1191635318;99;"Leisure/Recreation";386;1639
4330569342;"46421193@N07";1195254703;214;"Leisure/Recreation";5;1640
4329836253;"46421193@N07";1195254772;214;"Leisure/Recreation";5;1640
4330570024;"46421193@N07";1195254799;214;"Leisure/Recreation";5;1640
4330742750;"46421193@N07";1198367022;218;"Purpose Built";287;1641
4330152449;"46421193@N07";1199572130;84;"Mixed Use";336;1642
4330888138;"46421193@N07";1199574512;228;"Leisure/Recreation";156;1642
4330153039;"46421193@N07";1199575088;84;"Mixed Use";336;1642
4330153345;"46421193@N07";1199575777;84;"Mixed Use";336;1642
4330973178;"46421193@N07";1200181810;77;"Leisure/Recreation";307;1643
4330238559;"46421193@N07";1200181856;77;"Leisure/Recreation";307;1643
4330975034;"46421193@N07";1200182329;77;"Leisure/Recreation";307;1643
4330240453;"46421193@N07";1200184175;77;"Leisure/Recreation";307;1643
4330240787;"46421193@N07";1200186149;77;"Leisure/Recreation";307;1643
4330241177;"46421193@N07";1200186310;77;"Leisure/Recreation";307;1643
4281316241;"46421193@N07";1201394922;218;"Purpose Built";287;1644
4282060644;"46421193@N07";1209774748;232;"Transport";87;1645
4276383409;"46421193@N07";1211080449;131;"Place Of Assembly";331;1646
4282065382;"46421193@N07";1216172973;77;"Leisure/Recreation";307;1647
4332930204;"46421193@N07";1216173012;77;"Leisure/Recreation";307;1647
4282065806;"46421193@N07";1216173015;77;"Leisure/Recreation";307;1647
4332931232;"46421193@N07";1216173078;77;"Leisure/Recreation";307;1647
4332192409;"46421193@N07";1216173403;77;"Leisure/Recreation";307;1647
4332931908;"46421193@N07";1216175044;77;"Leisure/Recreation";307;1647
4281323647;"46421193@N07";1216175514;77;"Leisure/Recreation";307;1647
4276384361;"46421193@N07";1216177210;77;"Leisure/Recreation";307;1647
4332932396;"46421193@N07";1216178172;77;"Leisure/Recreation";307;1647
6026226981;"46421193@N07";1216181857;77;"Leisure/Recreation";307;1647
11680274294;"46486754@N00";1084516439;230;"Community Use";476;1648
11680275414;"46486754@N00";1084516462;230;"Community Use";476;1648
11680162273;"46486754@N00";1084516591;230;"Community Use";476;1648
11679912705;"46486754@N00";1084516766;230;"Community Use";476;1648
4036179926;"46664938@N00";1235897992;230;"Community Use";476;1649
4035430711;"46664938@N00";1235897996;230;"Community Use";476;1649
4036181372;"46664938@N00";1235902210;230;"Community Use";476;1649
4036181904;"46664938@N00";1235902221;230;"Community Use";476;1649
4035432625;"46664938@N00";1235902230;230;"Community Use";476;1649
4035433207;"46664938@N00";1235902237;230;"Community Use";476;1649
4036183580;"46664938@N00";1235902286;230;"Community Use";476;1649
4035434405;"46664938@N00";1235902648;230;"Community Use";476;1649
4036184832;"46664938@N00";1235902654;230;"Community Use";476;1649
4036185518;"46664938@N00";1235902658;230;"Community Use";476;1649
4036186144;"46664938@N00";1235902704;230;"Community Use";476;1649
8715491985;"46701705@N00";1367560465;220;"Place Of Assembly";197;1650
465127027;"46743608@N00";1173245569;38;"Community Use";455;1651
465127273;"46743608@N00";1176265419;130;"Community Use";226;1652
465122986;"46743608@N00";1176265488;130;"Community Use";226;1652
465123350;"46743608@N00";1176265499;130;"Community Use";226;1652
465128313;"46743608@N00";1176265581;130;"Community Use";226;1652
113661405;"46778425@N00";1142565701;222;"Leisure/Recreation";69;1653
113661931;"46778425@N00";1142565715;222;"Leisure/Recreation";69;1653
113662460;"46778425@N00";1142566067;222;"Leisure/Recreation";69;1653
113660896;"46778425@N00";1142587110;222;"Leisure/Recreation";69;1653
8385599392;"46778425@N00";1358300248;131;"Place Of Assembly";331;1654
8384748615;"46778425@N00";1358306105;230;"Community Use";476;1654
8385843512;"46778425@N00";1358306585;90;"Community Use";396;1654
8385231973;"46778425@N00";1358322655;94;"Community Use";611;1654
8386586546;"46778425@N00";1358331394;94;"Community Use";611;1654
8388642024;"46778425@N00";1358388482;35;"Community Use";349;1655
1958355459;"46981459@N00";1193373173;90;"Community Use";396;1656
1959209456;"46981459@N00";1193392342;61;"Transport";122;1656
9634071946;"46998573@N00";1362204187;88;"Place Of Assembly";53;1657
9630836395;"46998573@N00";1362204376;88;"Place Of Assembly";53;1657
4382016280;"47108349@N07";1266908775;136;"Transport";327;1658
4381258455;"47108349@N07";1266908836;136;"Transport";327;1658
4381258775;"47108349@N07";1266908880;136;"Transport";327;1658
4381259059;"47108349@N07";1266909049;136;"Transport";327;1658
4382017340;"47108349@N07";1266909132;136;"Transport";327;1658
4382017600;"47108349@N07";1266910640;136;"Transport";327;1658
4395266690;"47108349@N07";1267170402;175;"Leisure/Recreation";259;1659
4394498783;"47108349@N07";1267178160;175;"Leisure/Recreation";259;1659
4395267682;"47108349@N07";1267180299;175;"Leisure/Recreation";259;1659
5131693829;"47108349@N07";1288476539;90;"Community Use";396;1660
5131648521;"47108349@N07";1288519620;90;"Community Use";396;1661
5132252548;"47108349@N07";1288522356;90;"Community Use";396;1661
5131654733;"47108349@N07";1288524622;90;"Community Use";396;1661
5132259522;"47108349@N07";1288524636;90;"Community Use";396;1661
5132263206;"47108349@N07";1288524649;90;"Community Use";396;1661
5131664641;"47108349@N07";1288524658;90;"Community Use";396;1661
5132268636;"47108349@N07";1288525533;90;"Community Use";396;1661
5279896099;"47108349@N07";1292409746;120;"Leisure/Recreation";357;1662
5280501408;"47108349@N07";1292409752;120;"Leisure/Recreation";357;1662
5280501630;"47108349@N07";1292409778;120;"Leisure/Recreation";357;1662
5280501838;"47108349@N07";1292409809;120;"Leisure/Recreation";357;1662
5279896833;"47108349@N07";1292409831;120;"Leisure/Recreation";357;1662
5280502296;"47108349@N07";1292411566;120;"Leisure/Recreation";357;1662
5279897313;"47108349@N07";1292411731;120;"Leisure/Recreation";357;1662
5279897641;"47108349@N07";1292411962;120;"Leisure/Recreation";357;1662
5279897991;"47108349@N07";1292413028;120;"Leisure/Recreation";357;1662
5279898211;"47108349@N07";1292413060;120;"Leisure/Recreation";357;1662
5417387139;"47108349@N07";1296214978;47;"Retail";473;1663
5477440035;"47108349@N07";1298600370;99;"Leisure/Recreation";386;1664
5477441115;"47108349@N07";1298600397;99;"Leisure/Recreation";386;1664
5478041926;"47108349@N07";1298600412;99;"Leisure/Recreation";386;1664
5477443465;"47108349@N07";1298600448;99;"Leisure/Recreation";386;1664
5478044342;"47108349@N07";1298600467;99;"Leisure/Recreation";386;1664
5477446001;"47108349@N07";1298600534;99;"Leisure/Recreation";386;1664
5478047038;"47108349@N07";1298600546;99;"Leisure/Recreation";386;1664
5477448581;"47108349@N07";1298600561;99;"Leisure/Recreation";386;1664
5477449809;"47108349@N07";1298600574;99;"Leisure/Recreation";386;1664
5478050822;"47108349@N07";1298600601;99;"Leisure/Recreation";386;1664
5477452307;"47108349@N07";1298600614;99;"Leisure/Recreation";386;1664
5478053222;"47108349@N07";1298600622;99;"Leisure/Recreation";386;1664
5478054504;"47108349@N07";1298600629;99;"Leisure/Recreation";386;1664
5477455717;"47108349@N07";1298600735;99;"Leisure/Recreation";386;1664
5478056788;"47108349@N07";1298600760;99;"Leisure/Recreation";386;1664
5478058020;"47108349@N07";1298600776;99;"Leisure/Recreation";386;1664
5477459299;"47108349@N07";1298600787;99;"Leisure/Recreation";386;1664
5478060336;"47108349@N07";1298601839;97;"Office";148;1664
5477461779;"47108349@N07";1298601851;97;"Office";148;1664
5498685372;"47108349@N07";1299207197;175;"Leisure/Recreation";259;1665
5498091703;"47108349@N07";1299207202;175;"Leisure/Recreation";259;1665
5498687832;"47108349@N07";1299207222;175;"Leisure/Recreation";259;1665
5498689040;"47108349@N07";1299207236;175;"Leisure/Recreation";259;1665
5498690344;"47108349@N07";1299207525;175;"Leisure/Recreation";259;1665
5498691466;"47108349@N07";1299207853;175;"Leisure/Recreation";259;1665
5498097707;"47108349@N07";1299207875;175;"Leisure/Recreation";259;1665
5498099019;"47108349@N07";1299207892;175;"Leisure/Recreation";259;1665
5498695472;"47108349@N07";1299207901;175;"Leisure/Recreation";259;1665
5498101871;"47108349@N07";1299207907;175;"Leisure/Recreation";259;1665
5498103183;"47108349@N07";1299208982;175;"Leisure/Recreation";259;1665
5498699662;"47108349@N07";1299209002;175;"Leisure/Recreation";259;1665
5498700808;"47108349@N07";1299211781;175;"Leisure/Recreation";259;1665
5498106971;"47108349@N07";1299211796;175;"Leisure/Recreation";259;1665
5498108261;"47108349@N07";1299211808;175;"Leisure/Recreation";259;1665
5498109387;"47108349@N07";1299211820;175;"Leisure/Recreation";259;1665
5498110645;"47108349@N07";1299212172;175;"Leisure/Recreation";259;1665
5498706824;"47108349@N07";1299212413;175;"Leisure/Recreation";259;1665
5498707894;"47108349@N07";1299213224;175;"Leisure/Recreation";259;1665
5498113799;"47108349@N07";1299213235;175;"Leisure/Recreation";259;1665
5498710176;"47108349@N07";1299213316;175;"Leisure/Recreation";259;1665
5498711312;"47108349@N07";1299213657;175;"Leisure/Recreation";259;1665
5498117041;"47108349@N07";1299213668;175;"Leisure/Recreation";259;1665
5498118269;"47108349@N07";1299213849;175;"Leisure/Recreation";259;1665
5498119237;"47108349@N07";1299213854;175;"Leisure/Recreation";259;1665
5498715354;"47108349@N07";1299213864;175;"Leisure/Recreation";259;1665
5498121099;"47108349@N07";1299213869;175;"Leisure/Recreation";259;1665
5498121883;"47108349@N07";1299213891;175;"Leisure/Recreation";259;1665
5498718238;"47108349@N07";1299213900;175;"Leisure/Recreation";259;1665
5498123771;"47108349@N07";1299213934;175;"Leisure/Recreation";259;1665
5498720298;"47108349@N07";1299213941;175;"Leisure/Recreation";259;1665
5498125843;"47108349@N07";1299213959;175;"Leisure/Recreation";259;1665
5498127193;"47108349@N07";1299213964;175;"Leisure/Recreation";259;1665
5498128531;"47108349@N07";1299213973;175;"Leisure/Recreation";259;1665
5498129831;"47108349@N07";1299214768;175;"Leisure/Recreation";259;1665
5498726072;"47108349@N07";1299214781;175;"Leisure/Recreation";259;1665
5498727190;"47108349@N07";1299214799;175;"Leisure/Recreation";259;1665
5498133379;"47108349@N07";1299214813;175;"Leisure/Recreation";259;1665
5498729508;"47108349@N07";1299215041;175;"Leisure/Recreation";259;1665
5498730748;"47108349@N07";1299215067;175;"Leisure/Recreation";259;1665
5498731760;"47108349@N07";1299215088;175;"Leisure/Recreation";259;1665
5498151189;"47108349@N07";1299221071;175;"Leisure/Recreation";259;1665
5498152303;"47108349@N07";1299221213;175;"Leisure/Recreation";259;1665
5498153383;"47108349@N07";1299221220;175;"Leisure/Recreation";259;1665
5498749112;"47108349@N07";1299221463;175;"Leisure/Recreation";259;1665
5498155525;"47108349@N07";1299221509;175;"Leisure/Recreation";259;1665
5498751218;"47108349@N07";1299221532;175;"Leisure/Recreation";259;1665
5498752474;"47108349@N07";1299221899;175;"Leisure/Recreation";259;1665
5498753602;"47108349@N07";1299222060;175;"Leisure/Recreation";259;1665
5498754742;"47108349@N07";1299222084;175;"Leisure/Recreation";259;1665
5498755838;"47108349@N07";1299222110;175;"Leisure/Recreation";259;1665
5498162375;"47108349@N07";1299222160;175;"Leisure/Recreation";259;1665
5498757876;"47108349@N07";1299222329;175;"Leisure/Recreation";259;1665
5498164397;"47108349@N07";1299222345;175;"Leisure/Recreation";259;1665
5498165503;"47108349@N07";1299222431;175;"Leisure/Recreation";259;1665
5498166463;"47108349@N07";1299222573;175;"Leisure/Recreation";259;1665
5498167495;"47108349@N07";1299222643;175;"Leisure/Recreation";259;1665
5498763468;"47108349@N07";1299222685;175;"Leisure/Recreation";259;1665
5498764072;"47108349@N07";1299222814;175;"Leisure/Recreation";259;1665
5498764784;"47108349@N07";1299222857;175;"Leisure/Recreation";259;1665
5498170279;"47108349@N07";1299222881;175;"Leisure/Recreation";259;1665
5498765824;"47108349@N07";1299222912;175;"Leisure/Recreation";259;1665
5498171481;"47108349@N07";1299222943;175;"Leisure/Recreation";259;1665
5498172223;"47108349@N07";1299223105;175;"Leisure/Recreation";259;1665
5498767894;"47108349@N07";1299224121;175;"Leisure/Recreation";259;1665
5498173691;"47108349@N07";1299224640;175;"Leisure/Recreation";259;1665
5498174935;"47108349@N07";1299224677;175;"Leisure/Recreation";259;1665
5498176175;"47108349@N07";1299225567;175;"Leisure/Recreation";259;1665
5498772230;"47108349@N07";1299225641;175;"Leisure/Recreation";259;1665
5498178685;"47108349@N07";1299225655;175;"Leisure/Recreation";259;1665
5498774626;"47108349@N07";1299225711;175;"Leisure/Recreation";259;1665
5498181093;"47108349@N07";1299226122;175;"Leisure/Recreation";259;1665
5498182223;"47108349@N07";1299226150;175;"Leisure/Recreation";259;1665
5498183327;"47108349@N07";1299226161;175;"Leisure/Recreation";259;1665
5498779042;"47108349@N07";1299226555;175;"Leisure/Recreation";259;1665
5498780120;"47108349@N07";1299226733;175;"Leisure/Recreation";259;1665
5498781314;"47108349@N07";1299226840;175;"Leisure/Recreation";259;1665
5498782482;"47108349@N07";1299228306;175;"Leisure/Recreation";259;1665
5498783400;"47108349@N07";1299228828;175;"Leisure/Recreation";259;1665
5498189885;"47108349@N07";1299228911;175;"Leisure/Recreation";259;1665
5498785206;"47108349@N07";1299229976;175;"Leisure/Recreation";259;1665
5498786084;"47108349@N07";1299230319;175;"Leisure/Recreation";259;1665
5498786916;"47108349@N07";1299230398;175;"Leisure/Recreation";259;1665
5498192757;"47108349@N07";1299231383;175;"Leisure/Recreation";259;1665
5498193809;"47108349@N07";1299231390;175;"Leisure/Recreation";259;1665
5498789666;"47108349@N07";1299231414;175;"Leisure/Recreation";259;1665
5498790740;"47108349@N07";1299231427;175;"Leisure/Recreation";259;1665
5498196961;"47108349@N07";1299232643;175;"Leisure/Recreation";259;1665
5498197779;"47108349@N07";1299232670;175;"Leisure/Recreation";259;1665
5498198875;"47108349@N07";1299232716;175;"Leisure/Recreation";259;1665
5498795080;"47108349@N07";1299232745;175;"Leisure/Recreation";259;1665
5498796178;"47108349@N07";1299232760;175;"Leisure/Recreation";259;1665
5498797110;"47108349@N07";1299234372;175;"Leisure/Recreation";259;1665
5498798060;"47108349@N07";1299234527;175;"Leisure/Recreation";259;1665
5498798806;"47108349@N07";1299235093;175;"Leisure/Recreation";259;1665
5498799512;"47108349@N07";1299235140;175;"Leisure/Recreation";259;1665
5498800226;"47108349@N07";1299235146;175;"Leisure/Recreation";259;1665
5498206351;"47108349@N07";1299235180;175;"Leisure/Recreation";259;1665
5642941760;"47108349@N07";1299831560;177;"Place Of Assembly";133;1666
5649418519;"47108349@N07";1303640365;120;"Leisure/Recreation";357;1667
5649984256;"47108349@N07";1303640412;120;"Leisure/Recreation";357;1667
5649422097;"47108349@N07";1303640615;120;"Leisure/Recreation";357;1667
5649424323;"47108349@N07";1303640691;120;"Leisure/Recreation";357;1667
5649990448;"47108349@N07";1303644060;120;"Leisure/Recreation";357;1667
5649428127;"47108349@N07";1303644123;120;"Leisure/Recreation";357;1667
5649993592;"47108349@N07";1303644171;120;"Leisure/Recreation";357;1667
5649995312;"47108349@N07";1303644406;120;"Leisure/Recreation";357;1667
5649996614;"47108349@N07";1303644438;120;"Leisure/Recreation";357;1667
5649998428;"47108349@N07";1303648799;120;"Leisure/Recreation";357;1667
5650000832;"47108349@N07";1303648894;120;"Leisure/Recreation";357;1667
5650002740;"47108349@N07";1303649362;120;"Leisure/Recreation";357;1667
5650004008;"47108349@N07";1303649392;120;"Leisure/Recreation";357;1667
5650006910;"47108349@N07";1303649464;120;"Leisure/Recreation";357;1667
5650009656;"47108349@N07";1303650034;120;"Leisure/Recreation";357;1667
5650011234;"47108349@N07";1303650059;120;"Leisure/Recreation";357;1667
6476127551;"47108349@N07";1323339609;189;"Place Of Assembly";765;1668
6476254943;"47108349@N07";1323342510;189;"Place Of Assembly";765;1668
6853363222;"47108349@N07";1330652606;175;"Leisure/Recreation";259;1669
6853364546;"47108349@N07";1330652617;175;"Leisure/Recreation";259;1669
6999489589;"47108349@N07";1330652659;175;"Leisure/Recreation";259;1669
