"poiID";"title";"text";
"125";"Good theatre not so good when overcharged";"Twice already The staff member has charged me $25 more and disagreed with me in the end realising I was right and twice my family  missed the beginnings of our movies becas of staff errors .  Very annoyed as the staff are friendly but not educated enuff on charging correct prices it's ridiculous so be careful ur charged correctly as they have no clue unless u mention it and you will miss out on movies becas of them with no compensation just an oops oh  yeah ur right !! We do love imax and we are members so this is Not good enuff to be treated this way. I reccomrnd the 3D movies in this venue. Just watch out on costs.";
"125";"An had been great imax experience marred by congested seating.";"Not as big as compared to other imax cinemas such as sydney or those in India.  Seating is quite congested too. The movie experience is fine but still feels uncomfortable due to seating.  Watched fantastic beasts movie and the screen experience was good.";
"125";"Very Entertaining";"I visited the IMAX at Melbourne Museum after I had dropped my Mum off to see Tutankahmen (I had already been). I needed to occupy two hours. I didn't expect much after visiting the run down Sydney IMAX but I was pleasantly surprised.<br><br>The staff were very helpful. They made sure that I was aware of two large school groups coming to the session but advised that there was a section for the general public reserved at the back of the theatre. True to their word, there was a big space between patrons and the school groups. I wanted to return for another movie but I ran out of time.";
"125";"Very Good Experience";"Really enjoyed the show here at Imax. <br><br>The documentary we watched was really impressive and interesting. The 3D effects were really good.<br><br>My only small criticism is the staff seemed quite diss interested in what was going on. Had to prompt them to find out when the show was on and where and how we got there.<br><br>";
"125";"Great place to go with kids!";"Combination of IMAX theatre and Melbourne Museum is great! You can do it in any order and fit in a lunch in the cafe between the two activities.";
"125";"Comfortable seats and a good show";"This is a standard IMAX installation.  The sound was excellent and screen was huge. The shows are good and the seating is comfortable. We were there when there were few people and it was very confusing where to turn in our tickets. We ended up turning them in at the concession stand.";
"125";"Amazing";"Visited to watch aqua man in 3D and the experience was amazing. Very comfortable seats and great easy viewing . Quite a queue at the end of the movie for a bathroom but otherwise a great experience. Was also cool in the extremely hot weather";
"126";"";"As a long term mtc subscriber ,usually to all productions , We are very disappointed about the closed website and unattended telephone. I have tickets for this afternoon. What are your plans for us ... Your past subscribers (and our money held over from last year). Will you add in an extra matinee of today's ,no ,show!";
"126";"";"Have never been disappointed by any production i have been to. Am a huge fan and regularly attend the MTC, highly recommend for a great evening out";
"126";"";"Open air Public parking near by $15 all day, 24-7, $4 sat sun";
"126";"";"Beautiful building, office, meeting room and reception waiting area";
"126";"";"Excellent venue. Convenient close parking";
"126";"";"amazing performance and incredible acting!!!! very nice place";
"126";"";"Liked it";
"126";"";"Awesome is all i can say";
"126";"";"Amazing";
"127";"You will like it, as it is!";"The current production running at Manitoba theatre centre is a delight - from 20 minutes prior to the start of the production, proper, all the way to its end. I was hesitant at first to purchase tickets for 'As you Like it' simply because I was not already familiar with the plot line. Well, I am so glad I was not deterred by that fact! The show was lively, fast paced, delightfully funny, and beautifully staged. The performers are a actors, singers, and multi instrumentalists. I have seen shows before which were touted as showcasing such diversely capable performers but usually one aspect was sacrificed. Not so in this case. The Shakespearean script was used and slightly tweaked to make it engaging and well- paced. The inclusion of numerous Beatles songs was simply the icing on the cake. A joyful experience for the audience, to be sure. Just remember to arrive early enough to experience the wrestling. Yes, wrestling.";
"127";"World Class Theatre Here in Winnipeg";"I would argue that Royal MTC is the premier regional theatre in Canada. It offers world class production values in its productions. I say this having seen a goodly number of Broadway and London West End theatre productions and having talked with a number of actors who have tread the boards on Broadway and who have also worked at Royal MTC.";
"127";"scary for the wife";"saw a vampire production it was real cool<br>and my wife got scared well done to the actors. also the singing by the solo actress was like an angel and it warmed my heart. well worth a vist.";
"127";"Come From Away, performance.";"The theatre is an impressive building. The staff were very friendly and helpful. The performance was amazing.";
"127";"WOW..As it is!!!!!";"We have recently moved to Wpg and live in the exchange district and wanted to experience a show. As it is sounded like a great one to start with and it did not disappoint! The actors were amazing and the Beatles songs that they performed were done exceptionally well! I would highly recommend this show to anyone!!!";
"127";"Five Star";"I watched Sense and Sensibility with my spouse.<br>The theatre was impressive! The receptionists and ushers were courteous and helpful.<br>It was a full house that time. the play started and ended on time. The break time was reasonable. On top of it all --- the actors deljvered their characters well.<br>I was impressed by the over-all professionalism of the Theatre. <br>I will go back again and watch more plays in this theatre.";
"127";"Plays that make you think";"This quaint little theater is always serving up edgy plays. You might not always agree with the attitude or direction that the play takes you but it is always a challenge. Every seat is a good seat as all seats are close to the stage. The only minus to present is parking is an issue.";
"127";"Good play";"We went to see Christmas Carol. It is an old story we have heard many times but this was done very well. MTC almost always does a top quality performance.";
"127";"Theatre";"I went to see a musical at the best live theater in Western Canada. They do dramas, comedies and musicals. The theatre holds 787 and it's the best.";
"127";"curious incident of the dog in the night time";"Royal MTC has excellent acoustics and the lighting and sound are always on par with anything on Broadway.  We did not care for the subject matter, seemed to be a lot of screaming and swearing, but have kept our season tickets anyways.  Looking forward to the next show.";
"128";"";"Elisabeth Murdoch Hall";
"129";"FF Crystal Resonance Piano Symphony";"Visited in Feb 2023<br><br>We attended a piano symphony, the venue was well-suited. <br><br>Sound in the hall was great, seating was somewhat comfortable for the duration of the show. The centre had a box office and bar in the foyer as well as a candy bar. Restroom facilities were clean but located on the ground floor. <br><br>The centre is wheel-chair friendly with a lift.";
"129";"Outstanding venue for music";"The Melbourne Recital Centre was purpose-built for musical performances. Music of many varieties finds a home here. The venue does  not overwhelm smaller ensembles. We have been here for several performances, I am always impressed by the acoustics. The Recital Centre is in the Southbank arts complex.";
"129";"Concert hall has fine finish";"The Melbourne Recital Centre is part on the Melbourne Arts Precinct. It is used for many musical genres, from classical to rock. The Recital Centre is a fine piece of architecture, the Elisabeth Murdoch Hall will hold an audience of up to 1,000 people. The Salon is a more intimate space that will accommodate some 130 people. The Recital Centre is in use throughout the year, check for bookings if you intend attending a performance.";
"129";"Melbourne Recital Centre always impresses!";"Seeing Rhiannon Giddens recently was my third visit to the Recital Centre, and I was continued to be impressed by the quality of the artists showcased and the venue itself.<br><br>The interior wood acoustic paneling is both functional and beautiful aesthetically.  I'd highly recommend a visit as this is a top class venue with a well stocked lobby bar and restaurants adjacent to the centre.<br><br>A fabulous evening awaits!";
"129";"Purpose  built venue for live music";"The Melbourne Recital Centre is a venue purpose built for live musical perfomances. It's in Southbank Boulevard, next to the Melbourne Theatre Company's Southbank Theatre. The Recital Centre's showpiece auditorium is the Elisabeth Murdoch Hall. It is named for the late Dame Elisabeth Murdoch, a well-known patron of the performing arts.";
"129";"Deva Premal concert";"What a beautiful and tranquil environment for the concert.<br>Very cosy and one could almost feel that you are in a small group because of the setting, but the venue accommodations a large volume of people.<br>Very clean facilities, staff very friendly and professional in all aspects of the evening.<br>The venue and setting, stunning to say the least.<br>Beautiful night shared in a beautiful environment.";
"129";"A stunning venue for live music!";"We attended a morning concert and the auditorium was full. We were easily able to get in and out of our seats, the ushers were very helpful, the signage was clear , the escalators are manned and the venue is wheelchair friendly.The acoustics are perfect!";
"129";"Every time amazing";"Saw A recital last night, the Elisabeth Murdoch auditorium again and again pleases with the sound quality and design, the seats are comfortable too.";
"129";"Fantastic concert venue - The Snowman was amazing";"Have now been a couple of times, great seats, good view and you always feel you are close to the performance, prices also reasonable for Melbourne. The Snowman concert was fantastic";
"129";"Extremely poor acoustics, for blues";"I attended the concerts of both Beth Hart, and John Mayall, in the past week, sitting in row B (to side and near centre), on both occasions, and was so disappointed with the acoustics and/or the sound mixing. The listening experience was the worst I have had for some time. For example, in the later half of Beth Hart's performance, the guitar breaks were inaudible. John Mayall was clearly dissatisfied with the sound, and his keyboard was also very difficult to hear. My brother was in the middle of the circle for the second concert, and described feeling totally disconnected from the performance due to similar issues with the sound. Overall I felt it sounded like listening to music in a wooden box. Contrast this with wonderful sound quality for Paul Kelly's concert, that I attended last night in the Hamer Hall.<br>Perhaps the Recital Centre is suited to only a limited range of music. I will in future avoid concerts scheduled here.";
"129";"Great space for music, some issues";"This is a striking new-ish building that focuses on smaller musical assemblies than does the nearby main concert hall (Hamer Hall). Access, acoustics, but not seating reflect its newer construction. A great place for a recital. Music on offer can be classical, edgy, overseas, or items for teenagers/families.<br>I have attended ensemble and vocal recitals, school recital, and recently, Anh Do's personal audiovisual show about his life in Australia after arriving as a boat refugee (The Luckiest Refugee). All were largely enjoyable evenings.<br>My 13 y o son commented that he felt that the hall floor pitch should have been steeper as he and I sat behind several tall adults who kept moving side to side in their seats during the show. I could see around them by moving (not ideal), he could see much less. Seating is therefore disappointing for both him (smaller) and me (taller). Seat row spacing is tight if you are near 6 foot tall. There is no centre aisle so late comers accessing central seats are a disruption. Why are they are allowed in so late? So, if children are to attend, I suggest that you ask about clear line of sight seats, ? front of balcony seating. Booster seats for younger patrons, as available at any cinema complex, were not in evidence. Prices for some shows do not have chidren's prices. So a family friendly venue, on the face of it, seems to prefer oldies, just so long as they aren't near 6 feet tall.<br>The MRC has a website and e-newsletter service for your exploration.<br>You can have a moderately expensive drink at interval. Sadly pre-ordering did not seem to be available on the 3 times I attended.<br>Your can eat nearby but probably shouldn't. Eat in Prahran, South Yarra, or in the city.<br>Nicely done venue but need refining, so 4/5 stars at best in 2012 based on my 3 very different visits in the last 12 months.<br>I enjoyed each show but found the poor seating, prices, to be as frustrating as they are at the nearby Arts Centre. My teenage chidren like to attend clasical music events and are knowledgeable and quiet listeners. They tell me that they cant understand why they  don't seem really welcome. At least the acoustics are good.";
"129";"Go ASAP";"A visit here is fabulous. From the minute you walk in you know you are somewhere special.<br>The building it self is unique from the outside and very modern on the inside.<br>Once inside the auditorium you will marvel at the timber work and when the performance begins you will understand why the inside was designed this way. The acoustics are exceptional, even a novice will be able to tell the difference to other concert venues. A truly wonderful experience.";
"130";"Great exhibition for limited patrons";"The exhibition, She-oak and Sunlight, is a wonderful collection of some of our earlier artists' finest work, and I would recommend a viewing. However, I am not sure that the NGV have mastered the Covid control requirements for acceptable number of persons in a controlled  space. We booked for the 10.15am viewing. Bookings are spaced 15 minutes apart, I do not know how many people are allowed in at each booking,  but as there was no time limit or structured route through the exhibition, by 11.30 the gallery was really crowded and felt uncomfortable. Patrons were not counted out, so there did not appear to be a check on number of patrons in the venue at any one time.";
"130";"Great Art Collection";"I last visited this museum 3 years ago. Although the museum is free you still have to book your tickets online due to Covid restrictions.<br>I was disappointed as some of the main galleries were close so I could not show him some important artworks.<br>Pick up a floor map as there are lots of rooms which are round nooks, so that way you will be able to see everything on display.<br>If you have young children be careful with the Ivan Durrant display, as the painting of the cows etc are beautiful but the butchered pig heads are rather distressing.";
"130";"Always worth a visit";"This is a very accessible spread over 3 floors. It's probably best seen starting at the top and working down. It usually has special exhibitions, the current Ron Muscek exhibition and video, and the advertising agencies 'pitches' on creativity are both really interesting. The other floors contain excellent modern Australian art and photography and excellent aboriginal art. It's pleasing to see Australia's impressionist master, John Russell represented<br>If you are interested in art you need to set aside a few hours to do the gallery justice";
"130";"Waste of space and time";"It is hard to review this gallery, given some of the great galleries in Australia.<br><br>Firstly, it's mostly empty. Following on the heels of the mostly empty museum, the NGV has one closed floor. half of the ground floor 'Opening Soon' and lots of nothing on the other two floors. <br><br>Secondly, getting in is a trial. Checkin, scans, QR codes, second checkin, third checkin (no, I'm not kidding, we had to show our certificates and check in three times). The main door was not operating, so we had to get in through the side door. <br><br>Thirdly, the cafe charged us $44 for two coffee, two scones and a coke (small size can). <br><br>However, the few works on display were interesting and all were very new (mostly 2021). <br><br>Give it a shot. it's free, which is the best thing that can be said about it.";
"130";"Great Australian Landscapes";"Here I found the historic Australian landscape paintings i was looking for. It was a great collection with Glovers, Von Guerards, McCubbins, Streeton, Nolan, Drysdale and Roberts. A Brett Whitely sculpture provided a striking contrast. A laneway across Flinders Street provided another contrast in graffiti. A fine art gallery with lots to see of top quality.";
"130";"One of the world's  great collection's of Australian art";"The Ian Potter Centre at the National Gallery of Victoria is a 'must see' if you are in Melbourne. The gallery has more than 20,000 works of Aboriginal and non-Aboriginal art. Most international visiors are drawn to the Potter Centre's spectacular collection of Aboriginal art The Potter's splendid collection of Australian Modernist paintings  will fascinate anyone interested in the  evolution of Australian art,  Who Are You is a unique collection of rarely  seen portraits. it will be on show until  21 August 2022 at thed Potter Centre. The exbibition combines the riches  of the NGV and the National Portrait Gallery..";
"130";"Extraordinary gallery specialises in Australian art";"The extraordinary NGV Potter Gallery specialises in Australian art. This  modern gallery has an extensive collection of Australian art, including the nation's most extensive collection of Australian  Modernists. It also has the world's best collection of Aboriginal art, which often interests overseas visitors, It's one of Australia's top galleries. The Pottter Gallery is sometimes overlooked, even though it's easy to find, it's in Federation Square, an open space  opposite Flinders St Station. Entry is free.";
"130";"The Hidden Gem";"Whenever I'm in the CBD with some time on my hands I drop in here. At the back of Fed Square you will find 3 levels of fine Art that changes every 3 months. Painting, sculpture, fabric and always an Aboriginal Art display.  And it's free to enter and get around";
"130";"GREAT COLLECTION OF AUSTRALIAN ART";"This gallery is a must see when in Melbourne.  It is located right in the city centre at fed square - close to transport and other local sites. It has an amazing collection of  australian art including a great gallery of first nation/indigenous art. Located in a spacious environment and easy to spend a couple of hours just soaking up the culture.";
"130";"Potter never ceases to amaze";"The Potter has a collection of Australian art unrivalled anywhere. The collection continues to evolve. Two of its strongest points are the Australian Modernists and the Indigenous art. I drop in frequently, there is always something amazing to see.";
"130";"New exhibits  are stunning";"It is a while since I visited the NGV Potter Gallery and I was stunned. Almost the entire top floor is taken up by indigenous art, including Tiwi funeral poles. I have never seen anything of this depth  before, I would say this exhibit  is unique. The dot painting' canvasses are represented extensively. The Australian Modernist paintings are quite beautiful, though I am not sure if including traditional Aboriginal artists is such a good idea. The inclusion of female artists in the canon", such as Margaret Preston and Grace Cossington-Smith is long overdue, although I was disappointed I could find nothing by Joy Hester. In all, concentrating the collection shows how amazingly productive the Australian Modernists were.";
"130";"Good place to spend your time in Melbourne";"New exhibition gallery. Lots to see as there are 3 floors with lift and escalators so those who are in wheelchairs are welcome. <br>Don't miss 3rd floor - Ron Muscek Mass and other exhibition <br>Good experience- spacious/ quiet. Give yourself 1.5 hours to view everything";
"131";"Do You Hear The People Sing";"My wife and I attended a musical called Do You Hear The People Sing two days ago at Hamer Hall. We bought middle seats in the Dress Circle for a good viewing vantage.<br><br>We enjoyed the entertainment. To quote from their website:<br><br>Michael Ball (Les Mise'rables), John Owen-Jones (Les Miserables, The Phantom of the Opera), Rachel Tucker (Wicked, Come From Away, The Pirate Queen), Bobby Fox (Assassins, Blood Brothers, Jersey Boys), David Harris (Moulin Rouge, Priscilla, Miss Saigon), Sooha Kim (Miss Saigon, Hadestown), Suzie Mathers (Wicked, Mamma Mia) and Marie Zamora (Les Mise'rables) are joined by a 24-piece orchestra and an ensemble of twelve singers in this spectacular concert event.<br><br>The definitive celebration of the work of Boublil and Scho'nberg, Do You Hear The People Sing? includes not only hits from Les Mise'rables and Miss Saigon but also Martin Guerre, The Pirate Queen and their very first musical together, La Re'volution Franc'aise.";
"131";"Heart of the Arts Precinct";"Hamer Hall is an impressive  auditorium at the heart of the Melbourne  Arts Precinct. The decorative features  shimmer in many colours, reminiscent of Australian gemstones. Hamer Hall hosts major performing groups such as the Melbourne Symphony Orchestra, the Australian Ballet and opera companies. It is also the venue for international touring companies.";
"131";"For the man who inspired the Hall";"Hamer Hall is named for Sir Rupert Hamer, who inspired the Arts Precinct. Dick Hamer was the Premier of Victoria, and he pursued progressive social policies. Hamer Hall is a concert hall, used for major performances, such as symphonies, ballet and opera. The interior of Hamer Hall resembles Australian gemstones. Hamer Hall is fitting memorial to man who inspired it.";
"131";"Where is the organ ?";"This july 30th 2022 ...<br><br>It's many years since visiting this Concert Hall and I must say I was disappointed. <br><br>I found the Hall itself very boring in appearance. due in part to the disappearance of the organ and that sad brown cheap looking curtain at the back of the stage does nothing for me. The walls have been painted a very dark uninspired brown and the idea of being in a cave is no longer there.  <br><br>The staff behind the bars were obviously non professional, probably casuals due to the Covid climate.I was confirmed that there was a bar downstairs  to find out after being stared at, that it would not be opened for another half hour.  The food like sandwiches is only available at the street level.<br><br>The concert was fine but getting out was a slow process as apparently, there seem to be  problems with the escalators not being able to carry the weight of the patrons. only a small number of patrons allowed on them at a time.";
"131";"Cirque Stratosphere - great venue, awful show";"We only had 2 nights in Melbourne, so we had to make the very best of them. The first night was already taken up with a tour, so we had to source some entertainment for the 2nd night. So we decided on a show. Which show we weren't too sure. We wanted a combination off seeing a great venue as well as a good show.<br><br>Our cruise ship concierge (originally from Melbourne) suggested Hamer Hall. Apparently it has some of the best accoustics around. So we checked out what was showing. Turns out there was a show, similar to that of cirque de Soleil, or near to that effect anyway.<br><br>Turns out it was far from it. The circus acts themselves were fine, but the acts in between were just plain awful. Actors were dragging people on stages against their will using the audience to convince them to get on stage. Once on stage, the humiliation began,including that of my husband, having a bin bag put over his head and rude/crude jokes following on from there. This was the case for many of the audience. Someone else was forced to eat a vegimite sandwich and another to 'scull' a drink.....all while the audience are yelling 'scull scull scull' being led in vocal chanting by the main actor. Very strange behaviour considering half the audience were children (it was school holidays).<br><br>Such a shame, as the building itself is superb, seating great, lobby amazing, staff friendly, toilets clean etc etc<br><br>They need to vet shows coming into this place. This show was wrong on many levels, was very poor and seemed the polar opposite of the kind of show one would expect to see at a venue of this stature.";
"131";"Magnificent building";"Hamer Hall is a magnificent building. It is the main venue for performances of  jazz, rock, pop, multicultural, chamber, classical, cabaret and contemporary music. The walls of the building are painted in colours and patterns that reflect Australia's gemstone deposits, giving the impression the building was carved out of a hillside.";
"131";"Annual performance at the hall";"A good venue to see a show, no pillars to get in the way of your view. The best place to sit when seeing a show, in my opinion, is not too close to the front of stage, to get the full effect of the staging etc - anywhere from row K is best. Parking - I like to park in the ballet centre which is behind the arts centre, easy to enter and exit, there is a connecting walk over to the arts centre precinct making it ideal.";
"131";"Melbourne Symphony Orchestra";"The acoustics are brilliant and seats are comfortable. Hamer Hall is the perfect venue to listen to the MSO.";
"131";"Brilliant Tribute Concert - Roy Orbison";"We went to this fantastic venue, the Hamer Hall, to attend a Roy Orbison tribute concert (Roy Orbison Orchestrated II - 2018) superbly backed by the Australian Symphony Orchestra. This would have to be the best tribute show we have been to ' we enjoyed every minute of the 2 hour concert. Dean Bourne as Roy Orbison (with his backing group) was absolutely brilliant. But equally brilliant was the Australian Symphony Orchestra which blended perfectly in with the Orbison music, all played in a very comfortable great venue ' with its incredible acoustics. A very enjoyable and memorable night, and a concert not to be missed if you get the opportunity.";
"131";"Morning melodies";"1 hour of entertainment that is good value and very enjoyable.Several sessions to book during the year . These include singers, ballet( students) and theater. Recommended to couples ,families and people who are on their own.  Great experience";
"131";"Worth a visit if you're into music";"Came here for the Studio Ghibli in concert by Joe Hisaishi and the MSO. We sat in the stalls on the ground level, just a few rows away from the stage, which was great because we could see the conductor, orchestra, and singers really clearly. The sound quality was good and ambience was beautiful. Legroom was sufficient for me to cross my legs and place my bag. There's flat rate weekend parking $21 at the Arts Centre or you can try your luck with street parking, which is scarce on weekends. Overall loved the experience, worth visiting if you're a music fan!";
"131";"UNBELIEVABLES show at Hamer Hall";"A really nice show.<br>Full of fun and colour.<br>Great for Grandparents, grandkids and everybody in between.";
"132";"Nice place for a walk";"Birrarung Marr is an urban park created as a place for the community and to celebrate public activities, major events and festivals. <br><br>My wife and I visited this place for a walk around the entire park, after our visit to an Exhibition at ACMI which is located next to this place.<br><br>There is a playground, a ten-metre high, three-legged Angel sculpture made from ceramic, steel and concrete. 4000 pieces of individually cut and hand painted tiles adorn the concrete and steel armature.<br><br>There is also the Birrarung Wilam Aboriginal art installation, celebrating the diversity of Victoria's indigenous culture. The metal shields represents each of the five groups of the Kulin Nation. The Kulin nation is an alliance of five Indigenous Australian Nations in south central Victoria.<br><br>Lastly, there is 'Warin the Wombat', a sculpture which was carved from a 2.5- tonne redgum log.";
"132";"Take a wander along the Yarra River";"Birrarung Marr is the first major park created in inner city Melbourne in over 100 years. The park runs along the Yarra Bank, it's a great place for a stroll. The park covers 8 ha (20 acres), it's been popular with Melburnians since it opened in 2002. The name is derived from the Wurrundjeri people, who lived here before white settlement. Birrarung means river of mists and Marr means the side of the river. The park is popular for festivals, particularly Moomba, when Melburnians let their hair down. By the way, don't miss the multi-colored Angel, which has two heads and three legs.";
"132";"Nice walk along the river";"Birrarung Marr runs along the Yarra River. Easily accessible from Federation Square this is a nice place for a stroll. There are seats scattered around and a playground for the kids.  A few sculptures and great views.<br>At the moment,  Jan 2021, there is some construction work taking place so a,few areas are cordoned off. <br>It's a nice break from the noise of the CBD.";
"132";"Excellent spot";"Excellent spot that makes you feel you aren't in the city even though you can see the city all around you. Nice views of the city and a great playground.";
"132";"Noodle night market";"First time I have been- billed as a free entry". BUT you have to pay for food via normal EFTPOS (not poss as a pommie visiting Melb). or credit card (again not ideal due to credit card surcharges abroad)- basically they don't take cash. So if like me - it seems your remaining option means you have to use an EFTPOS 'gift' card. Available in various denominations- but only $25 or $50 available when I went. I worked on the premise that although great food- it's not likely to be cheap (being a food market tourist thing)- so went for the sensible option of the $50 card. (Note it cost $55- because $5 for the plastic card itself?!?!) <br><br>Picked and tried lots of good food- esp some chicken kebab things. Ended up being greedy and running low on the card funds and wanted to pick at more food- am only here once you know!!! '' <br><br>So I asked where I can top up the gift card. Transpires ... you can't top it up, they have no facilities on site to check your card balance (thank goodness I kept the running total in my head) .... so this free entry market cost me $5 extra for a card I was kind of made to choose, can't top it up, can't check balance easily?!?? Not quite so free after all... ' I could always buy another gift card (incl the extra $5)...or pay my UK credit card/ debit card charges instead. Great food. Not so great logistics to actually buy the fab food. Slightly disappointed. '";
"132";"Check out the wombat";"We walked from South Yarra to the city along the river and you pass through here. It is a lovely green shady park and there is even a wombat sculpture.";
"132";"A lovely little park.";"This is a lovely little park, located just next to the river.<br>The park features an odd looking sculpture and some musical bells.";
"132";"Oh what a fab night";"Soooo many choices and not enough room in tummy to try them all. <br><br>Scared of food envy of others so why not go more than once. Anyhow,  very well run, great Pimms bar and great Vietnamese <br><br>Also great dessert, pity there was no ice-kechang.....with Durian - yum";
"132";"Average park but it has musical bells";"There are hundreds of parks in Melbourne. This is one average one but close to the city centre and it has the federation bells. They play music at certain times. This is certainly better than federation square which didnt impress me at all";
"132";"Nice walk";"A nice place to walk or sit and people watch by the Yarra River. There's a good kids playground and toilet facilities nearby. Close to Federation Square but a quiet escape from the busy city streets above. Good spot to sit and have lunch or a relaxing chat with friends. Some nice views of the city from the river's edge.";
"132";"Morning strill";"This short but sweet walk is just a 2 min walk from Federation Square.<br><br>Birrarung Marr is on the Yarra River's north bank next to Federation Square and is Melbourne's newest major park.<br><br>Great opportunity to take photo of the city's skyline.<br><br>The park has numerous modern sculpture and a children's play park as well as the Federation Bells installation comprising 39 upturned bells. They were created for celebrations of the centenary of Australia's federation in 2001 and go off few times a day.<br><br>";
"132";"Lovely Place for a Stroll";"We ambled along the William Barak Bridge, a pedestrian walkway over the City Link toll road, to reach the middle terrace of Birrarung Marr, Melbourne's newest major park. Its 20 acres, which opened in 2002, feature three terraces and open grassy spaces between the Central Business District and the Yarra River. <br><br>A sound sculpture -- the Federation Bells -- attracted our attention on the middle terrace. Thirty-nine inverted bells of various sizes are mounted on poles in a large space. Computer controlled, they play compositions thrice daily, in morning, at noon and in late afternoon. We missed a concert but enjoyed walking among the bells for a closer look.<br><br>The upper terrace, which is street side, held no interest. It featured much grass, simply waiting to be the venue for the next scheduled large exhibition or event. Instead, we focused on the lower terrace, which hosts native vegetation along with big Elm trees. This is where the Yarra River Trail runs along a gravel track on the water's South side. Shaded benches invite passersby to sit for a while and watch the river traffic -- canoes and kayaks when we were there. <br><br>Our favorite sculpture in the park -- Angel by Deborah Halpern -- stands on the lowest terrace. The almost 33-foot-high whimsical creation displays two heads with a ceramic-clad body depicting 16 colorful images that represent different life forms, such as a crocodile, plants and fantasy creatures. <br><br>This quiet park holds much more, including a big children's playground, and we found the space much fun to explore. Though we entered from the area where Melbourne's cricket field is located, Birrarung Marr is easy to access from Federation Square, which is where we exited.";
"133";"";"Fun place for kids up to 13, lot of activities for them. Just In front of flinders station.";
"133";"";"Fantastic playground, heaps to explore. The kids also had fun running up and down the hill and interacting with the sculptures next to the playground.";
"133";"";"The colorful playground equipment is so fun! It's a very nice park.";
"133";"";"A great place for a variety of organised activities for young children, including babies, all in small groups where parents are encouraged to interact also. Suggest booking activities early.";
"133";"";"A great place for a variety of organised activities for young children, including babies, all in small groups where parents are encouraged to interact also. Suggest booking activities early.";
"133";"";"Nice kids playground in the city. Not too busy and kids enjoyed it. A few slides and swings. Simple and spacious. Enough to keep kids entertained.";
"133";"";"So much fun for the kids. They had a great time.";
"133";"";"Beautiful place, lots of fun slides and things to do, especially for kids 2+";
"133";"";"Amazing playground. Clip climbing for slides, staircase, Different bridge-like, rope to climb, straight and curvy slides, swings. lot to explore. Mountain-like place for kids to go up and down. Located on the way to MCG and right behind federation square. Food truck nearby. Next to Artplay building. Riverside Long walk. Reachable by tram. Flinder street station nearby. Public toilets available and pretty well maintained.";
"133";"";"Great place for young inner city kids during lockdown";
"134";"";"Had my adult/beginner session with Albert and he is such an encouraging coach. It's $20/hour and they're happy to go at your pace. They also provide all the gear (board + helmet) if you don't have them already.";
"134";"";"This skatepark is well situated next to the bike paths near the river. Its got a lovely city view and great vibes. The flow is really nice. It feels quite layered like its been modified over the years to reach where its at now. The park suits street style with loads of flat and rails. It's got some good pump hips to maintain speed/flow and the edges of the park have good banks and quarters. It waxed and fast! It's hard to fault. Skaters were nice too. The skate shop is also top notch and does a good veggie pie";
"134";"";"Pretty cool place. Festival was on so skate park very busy. Excellent facility";
"134";"";"Great Place, There is not much space for spectators when events are taking place.";
"134";"";"Honestly taking a2ay the fact that the place is always almost packed the park is amazing, for a beginner coming to the park I could see it being pretty intimidating, I get a but put off sometimes and I've been skating for 5 years";
"134";"";"Only visited this as in Alexandra Gardens  for Moomba and literally happened upon it by chance.  But very popular and lots of skaters trying their tricks out, maybe next Olympic champ among them?";
"134";"";"mixed opinions I mean it's good bc it's street but idk";
"134";"";"It's a park for kids if their into and love skateboarding. This is for them";
"134";"";"Awesome skatepark and near the Tan too";
"134";"";"Awesome skate park always someone there to give you a few tips if you ask the other bonus is if you do have a bad crash there's always someone in the office that knows first aid so U won't be laying down waiting for someone to come help.";
"134";"";"Cool place to hang out. The Cafe is a life saver. Toilets are in good condition. Just a bit more shade area would be perfect!!";
"135";"A relaxing place by the river.";"Alexandra Gardens, Melbourne. These gardens run along the south bank of the Yarra River. They were developed in 1904. They connect you with King's Domain and the Royal Botanic Gardens. IYou are also connected with The Tan - a popular exercise track. <br><br>There are 2 paths one along the river and one further inland. You can walk along the path and watch the rowers come out of the historic rowing boat houses and row off along the river. There are plenty pf benches to sit on along the way and you can even see the Two Headed Angel sculpture on the other side of Birrarung Marr.<br><br>Most the pathways here are lined with palm trees and are a favourite spot for people to sit and watch Moomba water activities and have picnics in the warmer months [obviously pre-post current restrictions]. <br><br>The stairs leading to the gardens are not steep and can be navigated with ease. There are also shared pedestrian / bike paths so that if you have mobility issues you can enter the gardens this way too. The paths themselves are mostly flat and nice for a stroll or exercise. <br><br>You can also get a nice side view of the city and a long view of the Yarra River both ways from this area. Get along to these gardens for exercise or a stroll with the allowed number of friends / family and remember to social distance.";
"135";"Alexandra of Denmark";"So, how did I get here today? Well I got off a train at Flinders Street Station- walked out onto St Kilda Road, across Princes Bridge , crossed the road and voila! There I was... at the corner of Alexandra Gardens. <br><br>On the south bank of the Yarra River, the Alexandra Gardens connect to Kings Domain. If you look across the Yarra you look back towards the city scape. The paths are wide in the park and are very well used by visitors and locals alike. <br><br>The Alexandra Gardens were named in honor of Alexandra of Denmark, in the year her reign as Queen Consort of the United Kingdom and the British Dominions and Empress consort of India began. The Alexandra Gardens are listed on the Victorian Heritage Register due to their historical and archaeological significance.<br><br>This is beautifully located giving everyone a chance in the city to sit in a green landscape and just enjoy life.";
